PUBCHEM_SID,SMILES,Mtb Activity,IC90 Modifier,IC90,Vero Activity,IC50 Modifier,IC50
4248212,C1=CC=C2C(=C1)N=C(O2)C3=CC4=C(C=C3)N=C(N4)C5=CC=C(C=C5)N,Inactive,,,Active,>,40
4248300,COC(=O)C1=CC=C(O1)CSC2=C(C3=C(CCC3)C(=N2)C(F)(F)F)C#N,Active,>,100,Active,>,40
4248565,C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)NC3=NC4=CC=CC=C4N5C3=NN=C5,Inactive,,,Active,,27.406
4248671,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=NOC4=C3CCC5=C4C=CC(=C5)OC,Active,>,100,Inactive,,
4249030,COC1=CC=CC=C1NC(=O)CN2CCN(CC2)CC(=O)NC3=CC4=C(C=C3)OCO4,Active,,60.03,Inactive,,
4249960,C1=CC=C(C=C1)CCC2=NC(=NO2)C3=CC=C(C=C3)NC(=O)C4=CN=CC=C4,Inactive,,,Inactive,,
4249973,CCCOC1=CC2=C(C=C1)OC(=O)C3=C2CCCN3C(=O)CN4CCN(CC4)C5=NC=CC=N5,Active,>,100,Inactive,,
4250396,C1CN(CC2=CC=CC=C21)C3=NC4=CC5=C(C=C4S3)OCCO5,Active,,55,Active,>,40
4250651,CCOC1=CC=C(C=C1)NC(=O)N(C2CCCCC2)C(C)C3=CC=NC=C3,Inactive,,,Inactive,,
4250885,CCOC(=O)CSC1=CC(=O)N(C2=C1C=CC(=C2)Cl)C,Active,,18.3,Inactive,,
4251070,COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3CCCN(C3)S(=O)(=O)C4=CC=CS4,Active,,24.17,Active,,35.417
4251194,CN1C2=NC(=O)N(C(=O)C2=NC=N1)C,Active,,4.51,Active,,7.979
4251236,CCOC1=CC=C(C=C1)C2=NC(=C(O2)C)CSCC(=O)N3CCC(CC3)C(=O)OCC,Active,,49.2,Active,>,40
4251553,CCCCS(=O)(=O)/C=C\C=C/S(=O)(=O)CCCC,Active,,2.92,Active,,3.126
4251969,CCCCOC1=CC=C(C=C1)C(=O)OC2=CN=C(C=C2)C,Active,,78.84,Inactive,,
4254582,COC1=CC=C(C=C1)NC(=O)CSC2CCCCC2,Active,>,100,Inactive,,
4254724,CN1C(=O)C2=CC=CC=C2C(=N1)C3=CC=C(C=C3)OCC(=O)OC,Active,,58.45,Inactive,,
4255708,CC(C)OC(=O)CSC1=NC2=CC=CC=C2S1,Active,,36.7,Inactive,,
4255860,CCC1=CC2=C(S1)N=CN(C2=O)C(C)C(=O)OC3CCCCC3,Active,,52.03,Inactive,,
4255926,CCN1C=C(C(=N1)C(=O)NC2=CC=C(C=C2)C(=O)OC(C)C)Br,Active,,59.5,Inactive,,
4256064,C1=CC=C(C=C1)C2=NC3=CC=C4C(=NON4O)C3=C2,Active,<,0.2,Active,,1.469
4257782,CC1=C(C(=CC=C1)C)OCCCCC2=C(NN=C2C)C,Active,>,100,Inactive,,
4258917,COC1=C(C=C(C=C1)CCNC2=NC(=NC(=N2)N3CCCCC3)N4CCCCC4)OC,Active,,23.35,Active,>,40
4259877,CC1=CC2=C(C=C1)C=C(C(=N2)N3CCN(CC3)C4=CC=CC=N4)C,Active,,46.71,Inactive,,
4260016,C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)O,Inactive,,,Inactive,,
4260521,C1CN(CCN1CCC2=CC=CC=C2)C3=NC=NC4=C3C=NN4C5=CC=CC=C5,Active,,91.05,Active,>,40
4261739,C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC=CS3)O,Active,>,100,Active,>,40
4261741,CCCOC1=CC=C(C=C1)C2=CN=C(N=C2N)SCC(=O)N,Active,>,100,Inactive,,
4261875,COC1=CC=CC=C1C2CC(NC3=NC=NN23)C4=CC=C(C=C4)Cl,Active,,30.69,Inactive,,
4261881,CC1=C(C=C(O1)C(=O)NC2=CC=C(C=C2)O)COC3=CC=CC=C3,Active,,35.07,Active,>,40
4262419,C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)COC(=O)CNC(=O)C3=CC=CO3,Active,,26.63,Active,>,40
4262672,CC1=CC(=C(N1C2=CN=CC=C2)C)/C=C(/C#N)\C3=CC(=CC=C3)F,Inactive,,,Inactive,,
4262708,CC(C)(C)C1=CC=C(C=C1)C2=NC(=NO2)C3=CC=NC=C3,Active,,47.62,Active,,34.238
4262795,C1COCCN1C2=C(C=C(C=C2)NC(=O)C3=C(C(=C(C(=C3F)F)F)F)F)Cl,Inactive,,,Active,>,40
4262865,CCOC1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=CC=CC=C4,Inactive,,,Inactive,,
4262961,COC1=CC=C(C=C1)C2=CC(=CC(=C2)O)O,Inactive,,,Inactive,,
4263043,CC1=C2C(=CC=C1)C(=CC(=N2)C3=CC=NC=C3)C(=O)NC4=NOC(=C4)C,Active,>,100,Active,,9.08
4263057,CC1=CC=CC=C1N2CCN(CC2)C3=NC=NC4=C3C=NN4CC5=CC=C(C=C5)Cl,Active,>,100,Active,>,40
4263638,CC1=CN(NC1=O)C2=CC=C(C=C2)Br,Inactive,,,Inactive,,
4263710,CC1=CC=C(O1)C(=O)/C=C(\C)/NC2=CC=C(C=C2)C(=O)OC,Inactive,,,Inactive,,
4264015,CC(=NCC1=CC2=C(C=C1)OCO2)C3=C(C4=CC=CC=C4C3=O)O,Active,,1.4,Inactive,,
4264016,COC(=O)CC1=CC=C(C=C1)NC(=O)C2=CC=C(O2)Br,Inactive,,,Inactive,,
4264177,CCCCOC1=CC=C(C=C1)C2=NC(=NN2)SCC=C,Inactive,,,Inactive,,
4264357,CCSCC1=NN=C(N1C)SCC(=O)NC2=CC(=CC=C2)SC,Inactive,,,Inactive,,
4264757,C1CSC2=NC(=CN21)C3=CC=C(C=C3)OC(=O)C4=CC=CC=C4,Active,>,100,Inactive,,
4264876,CCC(=O)C1=CC=C(C=C1)OCC(CN2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)O,Active,,26.66,Active,>,40
4264925,CCOC1=CC=C(C=C1)NC(C)C2=C(C=CC(=C2)Cl)O,Inactive,,,Inactive,,
4265196,CCC1=C(C2=C(C=C(C=C2)OCC(=O)OCC=C)OC1=O)C,Active,,1.68,Inactive,,
4265306,CCC(C)C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)NC(=O)C4=NC=NN4,Active,,32.97,Inactive,,
4265491,COC1=C(C=C(C=C1)NCC2=NNN=C2C3=CC=CC=C3)Cl,Inactive,,,Active,>,40
4265612,C1CC(=O)N(C1=O)CNC2=CC=C(C=C2)OC3=CC=CC=C3,Inactive,,,Inactive,,
4265617,CCOC(=O)COC1=CC=C(C=C1)S(=O)(=O)NCCC2=CCCCC2,Active,,25.95,Inactive,,
4265712,CN1C(=NN=C1SCC(=O)OC)C2=C(C3=C(S2)C=C(C=C3)OC)Cl,Active,>,50,Inactive,,
4265727,CCOC(=O)CSC1=NC(=C(S1)C(=O)OCC)C,Active,,16.18,Inactive,,
7965369,C1CN(CCN1CCCNC2=NN3C(=NN=C3C4=CC=CC=C4)C=C2)CC5=CC=CC=C5,Active,,25.27,Active,,35.648
7965978,CC1=C2C(=C3C(=NC2=NN1)N(C(=O)N(C3=O)C)C)OC(=O)C4=CC=CC=C4,Inactive,,,Inactive,,
7966015,COC1=CC=C(C=C1)N2C(=NN=N2)S(=O)(=O)CC(=O)N3CCCCC3,Active,,20.91,Active,,11.332
7966109,CN1C2=CC=CC=C2N=C1CNC3=CC=CC=C3O,Active,,3.36,Active,,30.437
7966701,C1CC1C2=CC(=NO2)C(=O)NC3=C(C=C(C=C3Br)F)F,Active,,47.53,Inactive,,
7967439,C1=CC=C(C=C1)OCC2=NN=C(O2)C3=CC=CC=C3O,Active,,28.94,Active,>,40
7968862,CC1=C(N=C(O1)C2=CC(=CC=C2)Cl)CN3CCC(CC3)C(=O)N4CCN(CC4)C5=CC=CC=C5F,Active,,26.36,Active,,28.916
7969134,C1CCC(C1)CCC(=O)C2=C(C3=CC=CC=C3OC2=O)O,Inactive,,,Active,,15.421
7969208,CC(C)CC1=CC(=NO1)C(=O)NC2=CC=C(C=C2)C(=O)C,Active,,13.77,Inactive,,
7969430,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)CNC4=C(C(=O)C4=O)N5CCOCC5,Active,,3.24,Inactive,,
7969553,C1=CC(=CC=C1C(=O)CSC2=NC=NC3=C2NC=N3)Cl,Active,,25.45,Active,>,40
7971370,CCOC(=O)N1CCC2=C(C1)SC(=C2C(=O)N)NC(=O)C3=CC=C(S3)Cl,Active,,19.1,Active,,17.305
7971798,CCCSC1=C(C(CC(=O)N1)C2=C(C=C(C=C2)Cl)Cl)C#N,Inactive,,,Inactive,,
7972112,C1CCN(CC1)C2=NC(=NC(=N2)NC3=CC=CC=C3)N4CCNCC4,Active,,69.37,Active,,23.542
7972186,CC1CCN(CC1)C2=NC(=NC(=C2)C)N3C(=CC(=N3)C)C,Active,,2.97,Active,>,40
7972202,CCOC(=O)C1=C(NN=C1)N,Inactive,,,Inactive,,
7972274,CC1=NC=C(N1)C23CC4CC(C2)CC(C4)C3,Active,,96.68,Inactive,,
7972389,CC1=C(C=C(C=C1)N=C(C)C2=C(CSC2=O)O)C,Inactive,,,Inactive,,
7972659,CC1=NC2=CC=CC=C2C3=NC4=CC=CC=C4N13,Active,,48.4,Active,>,40
7972684,C1=CC(=CC=C1CSC2=NC=NN2)Cl,Inactive,,,Inactive,,
7972837,CC(=O)OC1=CC2=C(C=C1)OC=C2C(=O)C3=CC=CS3,Inactive,,,Inactive,,
7972988,CC1=CC=C(C=C1)S(=O)(=O)C2=C(SC(=N2)NC3=NC=CS3)Cl,Inactive,,,Active,>,40
7973057,C1=CC=C(C=C1)C2=CC3=C(S2)N=CN(C3=O)/N=C/C4=CC=CO4,Inactive,,,Inactive,,
7973345,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)OC(=N3)C4=CC=CS4,Active,>,100,Inactive,,
7973459,COC(=O)C1=CC(=CC=C1)OC(=O)N,Inactive,,,Inactive,,
7973470,COC1=C(C=C(C=C1)C2=NC(=NC(=C2)C3=CC=CC=C3)OC)OC,Active,>,100,Active,>,40
7973600,C1=CC=C2C(=C1)N=C(N2CCOC3=CC=CC=C3Cl)N,Active,,23.1,Active,>,40
7973628,CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)N(C)C)C#N,Active,,35.56,Inactive,,
7973697,CC1=CC=CC=C1N2C(=C(C(=O)NC2=O)C=NC3=CC4=C(C=C3)OCO4)O,Inactive,,,Inactive,,
7973700,C1=CC=C2C(=C1)N=C(O2)C3=C(C=C(C=C3)NCC4=CN=CC=C4)O,Active,,61.28,Active,>,40
7973738,C1=CC=C2C(=C1)C=C(O2)C(=O)OCCN3C(=O)C4=CC=CC=C4C3=O,Inactive,,,Inactive,,
7973860,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(=O)NC3=CC(=CC=C3)Cl,Active,,51.25,Inactive,,
7973915,CN1CCN(CC1)CC(=O)N2CCN3C4=C(C=C(C=C4)C5CCCCC5)C6=C3C2CCC6,Active,,21.57,Active,,6.928
7974577,CC1=NC2=C(C(=CS2)C3=CC=CS3)C(=O)N1N4C=CC=C4,Active,>,100,Inactive,,
7974664,CN(C)C=NC1=CC2=NN(N=C2C=C1)C3=CC=CC=C3,Inactive,,,Inactive,,
7974803,CC1=C(C(CC1)C(=C)C)COC(=O)NC2=CC=CC=C2,Inactive,,,Inactive,,
7974947,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(C2=NC=CN2C)O,Inactive,,,Inactive,,
7975641,CC1CC(NC2=C1C=C(C=C2)OC(=O)C3=CC=CO3)(C)C,Active,,29.5,Active,,29.967
7975694,COC1=CNN(C(=O)C1=O)C2CCCCC2,Active,,27.63,Inactive,,
7975853,CC1=C(C(C(=C(N1)SCC(=O)C2=CC=C(C=C2)F)C#N)C3=CC=CO3)C(=O)C,Active,,49.79,Active,,39.154
7976071,CC(C)OC1=CC=C(C=C1)NC(=O)OC2=CC=CC=C2,Inactive,,,Inactive,,
7976268,CCOC1=CC=CC(=C1O)C=NC2=CC(=CC(=C2O)C)C,Active,,41.42,Inactive,,
7976291,CCOC(=O)C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCCCC3,Active,>,100,Inactive,,
7976305,C1C/C(=C\NC2=CC3=C(C=C2)OCO3)/C(=O)C4=CC=CC=C41,Active,>,100,Active,>,40
7976312,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO,Active,>,100,Active,,29.389
7976684,CC1=C(C(=NC(=N1)SC)NC2=CC=C(C=C2)C(=O)C)CC=C,Active,,52.39,Active,>,40
7976764,CCOC(=O)C1=CC=C(C=C1)N=CC2=NC3=CC=CC=C3N2C,Inactive,,,Inactive,,
7977121,C1=CC=C(C=C1)N2C=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)Br,Inactive,,,Inactive,,
7977280,CC1=C(SC(=N1)C)C2=CSC(=N2)NC3=C(C=CC(=C3)OC)OC,Active,>,100,Active,>,40
7977895,C1COCCN1C2=C(C(=O)N(C2=O)C3=CC(=CC=C3)Cl)Cl,Active,,12.61,Inactive,,
7977943,C1=CC=C(C=C1)C2=NN=C(O2)SC(=O)N3C4=CC=CC=C4SC5=CC=CC=C53,Inactive,,,Active,>,40
11532885,CN1CCN(CC1)CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,Inactive,,,Active,>,40
11532924,C1CCC(C(C1)N)N.Cl[Pt]Cl,Inactive,,,Inactive,,
11532937,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,,49.2,Active,,32.855
11532974,C[C@]12CC[C@H]3C(=CC(=O)[C@H](O3)C(C)(C)O)[C@@]1(CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C)O,Active,>,100,Active,>,40
11532985,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CCC(=O)C4)C,Inactive,,,Inactive,,
14718708,COC1=C(C(=CC(=C1)CNC2=NC=CS2)Br)OCC=C,Active,,48.2,Inactive,,
14718709,COC1=CC=C(C=C1)N=C2C(=NSS2)Cl,Active,>,100,Inactive,,
14718738,CCCCCOC1=CC=C(C=C1)N2C(=O)C3C4C=CC(C3C2=O)N(C4=O)C,Inactive,,,Active,>,40
14718818,C1CCC(=CC1)CCNC(=O)NC23CC4CC(C2)CC(C4)C3,Active,,1.58,Active,>,40
14718865,CCOC(=O)C1=CC=C(C=C1)N=C2C(=S)N(C(=N)N2/N=C/C3=CC=CC=C3)C4=CC=C(C=C4)C(=O)OCC,Active,>,100,Active,>,40
14719011,CC1(CC2=C(C=NN2C3=CC=CC=C3)C4=C1C5=CC=CC=C5N4CC(CCl)O)C,Active,>,100,Active,>,40
14719106,COC(=O)C1=CC=C(C=C1)C2=NC=C(O2)C3=CC=CC4=CC=CC=C43,Active,>,100,Inactive,,
14719162,CC1=C(SC=C1)C2N(C(=NN2C3=CC=C(C=C3)Cl)C(=O)C)C4=CC=C(C=C4)NC(=O)C,Active,,83.88,Active,>,40
14720524,CC1=CC2=C(CSC(SC2)C3=C(C=CC4=CC=CC=C43)O)C=C1C,Active,>,100,Active,,22.985
14720548,CCCCCCC1=C(C=C2C(=C1)C=C(C(=N)O2)C(=O)NCC3=CC=CC=C3)O,Active,,6.45,Inactive,,
14720570,CC1=C(C(=O)N(N1)C2=CC=CC=C2)/C=C\3/C(=NN(C3=O)C4=CC=CC=C4)C,Active,>,100,Inactive,,
14720616,C1CN(N=C1N=CC2=CC=CC=C2O)C3=CC=CC(=C3)C(F)(F)F,Inactive,,,Inactive,,
14720979,CCCOC(=O)/C(=C\C1=CC=C(O1)[N+](=O)[O-])/NC(=O)C2=CC=CC=C2,Active,>,100,Active,,35.119
14721130,CCOC(=O)CSC1=C(C(=NS1)SCC(=O)OCC)C#N,Active,,13.52,Inactive,,
14721237,COC1=CC=C(C=C1)N2CN=C3N(C2)C(=O)CS3,Inactive,,,Inactive,,
14721523,C1=CC2=C(C(=C(C=C2Cl)Cl)OC(=O)C3=CC=CS3)N=C1,Active,,1.38,Active,,17.264
14722060,CC1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CN3CCC4=CC=CC=C4C3,Active,,18.6,Inactive,,
14722097,CC(=O)C1=CC2=C(C=C1)NC(C3C2C(C(C3)SC4=CC=CC=C4[N+](=O)[O-])Cl)C5=CC=CC=C5,Inactive,,,Active,>,40
14722167,CC1=NN(C(=C1C(=O)NC2=NN=C(S2)C3CCCCC3)Cl)C4=CC=CC=C4,Active,>,50,Inactive,,
14722231,CN(C1CCCCC1)C(=O)C2=CC(=CC=C2)NC3=NN=C(C=C3)C4=CC5=C(C=C4)OCCO5,Active,>,100,Active,,28.427
14722299,CCCC(=O)NC1=C(C2=C(S1)CCCCC2)C#N,Inactive,,,Inactive,,
14722325,C1=CC=C2C(=C1)C=CC3=C2N=C(N3)C4=CC=CC=N4,Active,,68.54,Active,>,40
14722677,C1=CC=C2C(=C1)C=CC(=C2C3NC4=CC=CC5=C4C(=CC=C5)N3)O,Active,>,100,Active,>,40
14722760,CC1=C(SC2=C1C(=O)NC(=N2)CN(C3CCCC3)C(=O)NC4CCCCC4)C,Inactive,,,Active,>,40
14722777,CCOC(=O)CSC1=NN=C(O1)C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CS3,Active,,7.29,Inactive,,
14722800,C1CN(CCC1N2C=NC3=C2C=CC(=C3)C(F)(F)F)S(=O)(=O)C4=CC=C(C=C4)Cl,Inactive,,,Active,>,40
14723055,CC1=C(C(=O)NN1)C(C2=CC=C(O2)C3=CC(=C(C=C3)Cl)Cl)C4=C(NNC4=O)C,Active,>,100,Active,,28.111
14723351,CC(C)(C)C1=NN(C2=C1C=C(C(=O)N2)CNCC3=CC4=C(C=C3)OCO4)C5=CC=CC=C5,Active,,34.37,Active,,27.201
14723638,C1CN(CCC1CNC(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4,Active,,56.96,Active,>,40
14723726,COC(=O)CSC1=NN=C(N1C2=CC=CC=C2)CNC3=CC=C(C=C3)Cl,Active,,25.34,Inactive,,
14724066,CC1=CC=CC=C1CSC2=NSC(=N2)N,Active,,24.09,Inactive,,
14724233,COC1=CC=C(C=C1)C(=O)CSC2=NN=C(O2)CNC3=CC=C(C=C3)OC,Active,,22.93,Inactive,,
14724311,C1=CC=C(C=C1)OC2=C3C4=C(C5=CC=CC=C5C3=O)ON=C4C=C2,Active,,14.44,Active,,9.246
14724471,C1=CC(=CC=C1C2=C3C=C(C=CC3=NO2)C=O)Cl,Inactive,,,Inactive,,
14724787,COC1=CC=C(C=C1)C2CC(=NC3=CC=CC=C3S2)C4=CC=CS4,Active,,50.85,Active,>,40
14724817,CCCC1CC(OC1=O)(C)C2=CSC(=N2)NC3=CC=C(C=C3)OCC,Active,,44.93,Active,>,40
14725008,CCCCCC1CC(C(=O)O1)CC(=O)NC(=S)NC2=CC=C(C=C2)[N+](=O)[O-],Active,>,100,Inactive,,
14725031,C1CCN(CC1)CCN2C3=CC=CC=C3N=C2NCC4=NC5=CC=CC=C5N4CC6=CC=CC=C6,Active,,72.8,Active,,27.113
14725151,CCCCOC1=C(C=C(C=C1)Br)/C(=N/NC2=NCCN2)/C.C(=O)(C(=O)O)O,Active,,31.83,Active,,8.306
14725214,CC1=CC2=NC(=C(N2C=C1)C3=CSC(=N3)NCC4=CC=CC=C4)C.Cl,Active,,51.5,Active,>,40
14725235,CC(C)(C)C1CCC2=C(C1)SC3=NC(=NC(=C23)N)SCC(=O)N,Active,,33.47,Active,>,40
14725310,C=CCC1=CC=CC2=C1OC(=O)C(=C2)C(=O)OCC(=O)C3=CC=CC=C3,Inactive,,,Inactive,,
14725471,C1CC2=C(C3C4=CC=CC=C4C(=O)N3C5=C(N2)C=C(C=C5)C(=O)C6=CC=CC=C6)C(=O)C1,Active,,24.4,Active,,28.867
14725477,CC(C)(C)C(=O)/C(=C\C1=CC(=CC=C1)[N+](=O)[O-])/N2C=NC=N2,Active,,3.41,Active,,4.332
14725484,CCCCN1C2=CC=CC=C2N=C1NCC3=CC4=C(C=C3)OCO4,Active,,25.87,Active,,39.601
14725505,C1=CC=C(C=C1)C2=NC(=NN2)SCC(=O)NC3=NC=C(C=C3)Br,Inactive,,,Active,>,40
14725635,CC1=CC(=NN1C2=NC(=NC(=N2)NC3=CC=CC=C3C(F)(F)F)N4C(=CC(=N4)C)C)C,Active,,2.01,Active,,12.419
14725926,COC1=C(C=C(C=C1)C2=NC(=C(C=C2)C#N)SCC(=O)OCC3=CC=CC=C3)OC,Active,,26.79,Inactive,,
14726080,COC1=CC=C(C=C1)CCNC2=CC(=NC3=NC=NN23)C4=CC=CC=C4,Active,,27.32,Inactive,,
14726130,CC(C)C(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=O)O2,Inactive,,,Inactive,,
14726146,CCCN1N=C(N=N1)NC(=O)COC2=CC=C(C=C2)CC,Active,>,100,Inactive,,
14726596,CCC1=C(N2C(=CC(=N2)C3=CC(=CC(=C3)OC)OC)N=C1C)N4CCN(CC4)CCOCC,Active,,38.17,Active,>,40
14727378,COC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)NN3C=C(C=N3)[N+](=O)[O-],Active,,42.9,Active,>,40
14727389,CN1CCN(CC1)C2=CC3=C(C=C(C=C3)Cl)SC4=C2C=C(C=C4)F.CS(=O)(=O)O.O,Active,,35.5,Active,,33.115
14727767,CC1=CC(=CC(=C1)NC(=O)C2=CC=C(O2)CN3C(=C(C(=N3)C)Cl)C)C,Active,,48.31,Active,>,40
14727862,COC1=CC2=C(C=C1)C(=O)/C(=C/C=C/C3=CC=CC=C3OC)/CC2,Active,>,100,Inactive,,
14727909,CCC(=O)C1=COC2=C1C=C(C=C2)O,Inactive,,,Inactive,,
14727947,CC(=O)C1=CC=CC2=C1NC(=C2O)C3=NC4=CC=CC=C4C3=O,Active,,12.93,Active,>,40
14727956,CC1=CC(=C(C=C1)C2=NNC(=C2)C3=CC=CC=C3C)O,Active,>,100,Active,>,40
14727971,CCOC1=CC=C(C=C1)N=C(C2=C(C3=CC=CC=C3N(C2=O)C)O)C4=NNN=N4,Inactive,,,Inactive,,
14727995,CCN1C=C(C(=N1)C(=O)N2C(CC(=N2)C3=CC4=CC=CC=C4C=C3)C5=CC=CC=C5O)[N+](=O)[O-],Active,>,100,Active,,33.11
14728187,CCC1=CC(=CS1)C(=O)NC2=C(C=C(C=C2)C)Br,Inactive,,,Inactive,,
14728347,COC1=CC=C(C=C1)N2COC3C2C4=CC=CC5=C4C3=CC=C5,Inactive,,,Active,>,40
14728577,COC1=CC=C(C=C1)COC2=CC(=NC3=C2C=C(C=C3)NC(=O)C4=CC=C(C=C4)OC)C5=CC(=CC=C5)OC,Active,>,100,Active,,15.809
14728725,CC(C)[C@@H](C(=O)OC)NC(=O)O[C@H]1[C@@H](OC2=C(C1=O)C=CC(=C2)OC)C3=CC(=CC=C3)C(F)(F)F,Active,>,100,Inactive,,
14728967,C1=CC=C(C(=C1)C2=CC(=O)C3=C(O2)C=CC(=C3O)[N+](=O)[O-])Cl,Active,,28.2,Active,,26.186
14728980,CC1=C(C(=O)C=CN1CC2=CC=C(C=C2)Cl)OCC3=CC=CC=C3,Active,,95.88,Inactive,,
14729201,C1=CC=C2C(=C1)N=CN2C3=CC=C(C=C3)C4=NC(=NC=C4)C5=CC=CC=N5,Active,,23.69,Active,>,40
14729216,CC1=CC=C(C=C1)CS(=O)/C(=C(\C(=O)NC2=CN=C(C=C2)OC)/Cl)/Cl,Active,,0.36,Active,,2.129
14729241,CCOC(=O)C1=C(N=C(N=N1)C2=CC=CC=C2)SC3=CC=CC=C3Cl,Active,>,100,Active,>,40
14729302,CC1=CC=C(C=C1)NC(=O)COC2=CC=CC=C2CNC(C)(C)CC(C)(C)C,Active,,36.18,Active,,23.364
14729342,C1CN(CCN1C2=NC3=C(C=C(C=C3)Br)C(=N2)C4=CC=CC=C4Cl)C(=O)C5CC=CCC5C(=O)O,Active,,68.84,Active,,38.346
14729406,CCCOP(=O)(C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])OCCC,Active,,7.7,Active,,24.214
14729468,CNC1=C(N=NC(=N1)C2=CC=CC=N2)C3=CC=CC=C3,Active,,25.43,Active,,13.313
14729579,CC(C)(C)C1=NC2=C(C3=C(S2)CCCC3)C(=O)O1,Inactive,,,Inactive,,
14729589,CC1=CC(=CC(=C1)N2C(=C3C(=NN=C(C3=C2C)C)C)C)C,Active,,79.73,Active,>,40
14729678,CC(=O)NC(C(Cl)(Cl)Cl)SC(=S)N(C)C,Active,,33.54,Active,>,40
14729679,CC1(C(SC(=S)N1C)N(C(=O)NC2=CC(=C(C=C2)Cl)Cl)O)C,Active,,26.63,Active,,38.928
14729799,COC(=O)C1=CC=C(C=C1)CSC2=NC3=C(O2)C=CC(=C3)Cl,Inactive,,,Inactive,,
14729821,C1=CC(=CC=C1C(=O)OCN2C(=O)C(=C(C=N2)Br)Br)F,Active,,4.77,Active,,9.099
14729974,C1=CC=C(C(=C1)C2=NN=CO2)OC(=O)C3=CC=C(C=C3)Cl,Active,,73.59,Active,,21.768
14730000,CC1(C2NC(=S)N(N2C(=S)N1)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl,Inactive,,,Inactive,,
14730056,C1=CC(=C2C(=C1F)C(=O)C(=CN2)C3=C(C=C(C=N3)C(F)(F)F)Cl)F,Active,,11.34,Inactive,,
14730097,C1CN(CCC1C2=CC(=NN2)C3=CC(=CC=C3)C(F)(F)F)C4=C(C=CC=N4)[N+](=O)[O-],Active,,34.37,Active,,28.658
14730202,C1=CC(=C(C=C1NC(=O)O/N=C(/C2=C(C=C(C=N2)C(F)(F)F)Cl)\N)Cl)Cl,Active,,35.67,Inactive,,
14730250,CN(C)C1=CC=C(C=C1)CNC2C3CC4CC(C3)CC2C4.Cl,Active,,17.01,Inactive,,
14730335,C1=CC=C(C=C1)/C=C\2/C(=C(C(=O)O2)C#N)C3=CC=CC=C3,Active,,23.17,Active,,24.117
14730410,CCOC(=O)CSC1=NC=NC2=C1SC3=C2C4=C(CCCC4)C(=N3)N5CCOCC5,Active,,27.93,Inactive,,
14730420,CCOC1=C(C=CC(=C1)/C=N\NC(=O)CN2C(=CC(=N2)[N+](=O)[O-])C)OCC3=CC=CC4=CC=CC=C43,Inactive,,,Active,>,40
14730495,C1=CC(=CC(=C1)Cl)C(C#N)C2=NC3=C(C=C2)C(=CC(=N3)C(F)(F)F)C(F)(F)F,Inactive,,,Active,<,0.16
14730543,C1CCC2(C1)C(=C(NC(=C2C#N)SCC(=O)C3=CC=CC=C3)N)C#N,Inactive,,,Inactive,,
14730663,C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl,Inactive,,,Active,,29.263
14730729,CN1CN(CSC1=S)CCOC2=CC=CC=C2OC,Active,,23.91,Active,,7.541
14730750,CC1=C(C=C(C=C1)C(=O)O/N=C(/C2=CC=C(C=C2)Br)\N)C,Inactive,,,Inactive,,
14730815,C1=CC(=CC(=C1)NC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CO4)C5=CC=CO5)C(F)(F)F,Inactive,,,Inactive,,
